antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Family Size_Medium'}),frozenset({'Total Non-Food Expenditure_Medium'}),0.49951878734410715,0.3299982622876315,0.17283554557484862,0.346004094247983,1.0485027764976549,1.0,0.007995213771268328,1.0244739023892613,0.09242920890076534,0.2631953915362224,0.023889239474215795,0.43487546484551043
frozenset({'Total Non-Food Expenditure_Medium'}),frozenset({'NPCINC_Low'}),0.3299982622876315,0.37697664781917095,0.1336902327197872,0.40512405063291135,1.0746661709062737,1.0,0.00928859401644433,1.0473164242791921,0.10369895332183462,0.23320042902443575,0.045178728397921704,0.37988100978564227
frozenset({'NPCINC_Low'}),frozenset({'Total Non-Food Expenditure_Medium'}),0.37697664781917095,0.3299982622876315,0.1336902327197872,0.3546379689383732,1.074666170906274,1.0,0.00928859401644433,1.0381796657764466,0.11151825799367027,0.23320042902443575,0.036775586187090585,0.37988100978564227
"frozenset({'Total Non-Food Expenditure_Medium', 'Family Size_Medium'})",frozenset({'NPCINC_Medium'}),0.17283554557484862,0.4141703760142225,0.07826389167368435,0.45282289249806645,1.0933251596983282,1.0,0.006680528774325997,1.0706398640475054,0.10319473407065921,0.15383806933879843,0.06597910877375215,0.3208941714826178
"frozenset({'Total Non-Food Expenditure_Medium', 'NPCINC_Medium'})",frozenset({'Family Size_Medium'}),0.15147505046049378,0.49951878734410715,0.07826389167368435,0.5166784327567949,1.0343523523988436,1.0,0.0025992581547710503,1.035503578933098,0.03914022872118819,0.13665060156605555,0.034286292829309326,0.3366785037651701
"frozenset({'Family Size_Medium', 'NPCINC_Medium'})",frozenset({'Total Non-Food Expenditure_Medium'}),0.2106241060806566,0.3299982622876315,0.07826389167368435,0.3715808846861712,1.126008610197758,1.0,0.008758302671181911,1.0661702061334872,0.1417668372073127,0.16927102155278334,0.06206345455239859,0.3043727208240982
frozenset({'Total Non-Food Expenditure_Medium'}),"frozenset({'Family Size_Medium', 'NPCINC_Medium'})",0.3299982622876315,0.2106241060806566,0.07826389167368435,0.2371645569620253,1.126008610197758,1.0,0.008758302671181911,1.0347918428851077,0.16702542329327846,0.16927102155278334,0.03362206913817986,0.3043727208240982
frozenset({'Family Size_Medium'}),"frozenset({'Total Non-Food Expenditure_Medium', 'NPCINC_Medium'})",0.49951878734410715,0.15147505046049378,0.07826389167368435,0.15667857477354527,1.0343523523988436,1.0,0.0025992581547710503,1.0061702740584992,0.0663590555664785,0.13665060156605555,0.0061324352523463655,0.3366785037651701
frozenset({'NPCINC_Medium'}),"frozenset({'Total Non-Food Expenditure_Medium', 'Family Size_Medium'})",0.4141703760142225,0.17283554557484862,0.07826389167368435,0.18896545046716906,1.0933251596983282,1.0,0.006680528774325997,1.0198880613675603,0.14570621288550226,0.15383806933879843,0.01950023940950186,0.3208941714826178
"frozenset({'Total Non-Food Expenditure_Medium', 'Family Size_Medium'})",frozenset({'NPCINC_Low'}),0.17283554557484862,0.37697664781917095,0.0912833674192298,0.5281515854601702,1.4010193695433228,1.0,0.026128402824425814,1.3203887794948566,0.3460424251480617,0.19907879777278958,0.24264730545304106,0.3851487662780604
"frozenset({'Total Non-Food Expenditure_Medium', 'NPCINC_Low'})",frozenset({'Family Size_Medium'}),0.1336902327197872,0.49951878734410715,0.0912833674192298,0.6827975803629456,1.3669107101923312,1.0,0.024502584491290225,1.577797588141186,0.3098468118064949,0.1684426027329683,0.3662051409407294,0.43277009565786395
"frozenset({'Family Size_Medium', 'NPCINC_Low'})",frozenset({'Total Non-Food Expenditure_Medium'}),0.23149670503000896,0.3299982622876315,0.0912833674192298,0.394318214625978,1.194909972835809,1.0,0.014889857034014423,1.106194298543463,0.21225265982187055,0.19413252977797993,0.09599967987838116,0.3354679680724827
frozenset({'Total Non-Food Expenditure_Medium'}),"frozenset({'Family Size_Medium', 'NPCINC_Low'})",0.3299982622876315,0.23149670503000896,0.0912833674192298,0.27661772151898734,1.1949099728358092,1.0,0.014889857034014423,1.0623750647910886,0.24345738116470103,0.19413252977797993,0.05871284714627058,0.3354679680724827
frozenset({'Family Size_Medium'}),"frozenset({'Total Non-Food Expenditure_Medium', 'NPCINC_Low'})",0.49951878734410715,0.1336902327197872,0.0912833674192298,0.18274261095278235,1.3669107101923312,1.0,0.024502584491290225,1.060020721611562,0.536330460846201,0.1684426027329683,0.056622215384914264,0.43277009565786395
frozenset({'NPCINC_Low'}),"frozenset({'Total Non-Food Expenditure_Medium', 'Family Size_Medium'})",0.37697664781917095,0.17283554557484862,0.0912833674192298,0.24214594709595066,1.4010193695433228,1.0,0.026128402824425814,1.0914561336124138,0.459427391932614,0.19907879777278958,0.08379277077285702,0.3851487662780604
frozenset({'Family Size_Small'}),frozenset({'NPCINC_High'}),0.3852909331515419,0.2088529761666065,0.15106735640480679,0.392086455731335,1.877332384378182,1.0,0.07059819832609823,1.3014137146510907,0.7602446448299403,0.3409509156183063,0.23160483961235928,0.557702800972007
frozenset({'NPCINC_High'}),frozenset({'Family Size_Small'}),0.2088529761666065,0.3852909331515419,0.15106735640480679,0.7233191462126789,1.8773323843781822,1.0,0.07059819832609823,2.2217260733226314,0.59069839375186,0.3409509156183063,0.5498995074111537,0.557702800972007
frozenset({'NPCINC_High'}),"frozenset({'Hhld, Food_High'})",0.2088529761666065,0.340003475424737,0.09187151622087661,0.4398860763544434,1.2937693528130312,1.0,0.020860778471430627,1.178325509709901,0.28700695997136366,0.2010383912248629,0.15133807105118505,0.3550468280812946
"frozenset({'Hhld, Food_High'})",frozenset({'NPCINC_High'}),0.340003475424737,0.2088529761666065,0.09187151622087661,0.2702075798081459,1.2937693528130312,1.0,0.020860778471430627,1.0840713084213864,0.3440392392171163,0.2010383912248629,0.0775514560419556,0.3550468280812946
frozenset({'Total Non-Food Expenditure_High'}),frozenset({'NPCINC_High'}),0.340003475424737,0.2088529761666065,0.14419670904011442,0.4241036326466425,2.0306324594020912,1.0,0.07318597129066844,1.373766303596013,0.769007974888892,0.35634063356786566,0.27207415309112676,0.5572628630768174
frozenset({'NPCINC_High'}),frozenset({'Total Non-Food Expenditure_High'}),0.2088529761666065,0.340003475424737,0.14419670904011442,0.6904220935069922,2.0306324594020912,1.0,0.07318597129066844,2.131923857396361,0.6415275233395968,0.35634063356786566,0.5309400959463614,0.5572628630768174
"frozenset({'Total Non-Food Expenditure_High', 'NPCINC_High'})","frozenset({'Hhld, Food_High'})",0.14419670904011442,0.340003475424737,0.08299581612329737,0.5755735805330243,1.692846168157575,1.0,0.033968433904848876,1.55503167169502,0.4782394215268307,0.20686668110413298,0.35692628117986996,0.40983821344625737
"frozenset({'Total Non-Food Expenditure_High', 'Hhld, Food_High'})",frozenset({'NPCINC_High'}),0.21335766130649236,0.2088529761666065,0.08299581612329737,0.38899852770729565,1.8625472083145378,1.0,0.03843543357148962,1.2948365261129668,0.5887057359988095,0.24467037080821216,0.22770173698918664,0.3931936220731108
"frozenset({'NPCINC_High', 'Hhld, Food_High'})",frozenset({'Total Non-Food Expenditure_High'}),0.09187151622087661,0.340003475424737,0.08299581612329737,0.9033900771133421,2.657002479121176,1.0,0.05175918131565922,6.831560411755698,0.6867266489757192,0.2378927203065134,0.853620558155468,0.5737464617364163
frozenset({'Total Non-Food Expenditure_High'}),"frozenset({'NPCINC_High', 'Hhld, Food_High'})",0.340003475424737,0.09187151622087661,0.08299581612329737,0.24410284635949045,2.6570024791211755,1.0,0.05175918131565922,1.2013915906488677,0.9449080522149349,0.2378927203065134,0.16763192968588772,0.5737464617364163
frozenset({'NPCINC_High'}),"frozenset({'Total Non-Food Expenditure_High', 'Hhld, Food_High'})",0.2088529761666065,0.21335766130649236,0.08299581612329737,0.39738871643892604,1.8625472083145378,1.0,0.03843543357148962,1.3053893283327185,0.5853537244246904,0.24467037080821216,0.23394501678880017,0.3931936220731108
"frozenset({'Hhld, Food_High'})","frozenset({'Total Non-Food Expenditure_High', 'NPCINC_High'})",0.340003475424737,0.14419670904011442,0.08299581612329737,0.24410284635949045,1.692846168157575,1.0,0.033968433904848876,1.1321689555757866,0.6201227666657831,0.20686668110413298,0.11673960403601552,0.40983821344625737
"frozenset({'Family Size_Small', 'Total Non-Food Expenditure_High'})",frozenset({'NPCINC_High'}),0.10929542446966355,0.2088529761666065,0.08983304594244162,0.8219286980982083,3.9354416354715394,1.0,0.06700637126055985,4.442866511245704,0.8374257108703043,0.3934603787945319,0.7749200887605293,0.6260272310613286
"frozenset({'Family Size_Small', 'NPCINC_High'})",frozenset({'Total Non-Food Expenditure_High'}),0.15106735640480679,0.340003475424737,0.08983304594244162,0.5946555766933593,1.7489691125965916,1.0,0.03846961974157991,1.6282363506848583,0.5044388587209653,0.22388979578239,0.385838548820393,0.42943385848349364
"frozenset({'Total Non-Food Expenditure_High', 'NPCINC_High'})",frozenset({'Family Size_Small'}),0.14419670904011442,0.3852909331515419,0.08983304594244162,0.622989571263036,1.6169328620510333,1.0,0.03427536135899457,1.6304829256522604,0.44583274671272694,0.20432641148034417,0.38668477647506877,0.4280729843548042
frozenset({'Family Size_Small'}),"frozenset({'Total Non-Food Expenditure_High', 'NPCINC_High'})",0.3852909331515419,0.14419670904011442,0.08983304594244162,0.23315639744657232,1.6169328620510333,1.0,0.03427536135899457,1.1160076032586579,0.6206922143032221,0.20432641148034417,0.10394875708724956,0.4280729843548042
frozenset({'Total Non-Food Expenditure_High'}),"frozenset({'Family Size_Small', 'NPCINC_High'})",0.340003475424737,0.15106735640480679,0.08983304594244162,0.26421214027362794,1.7489691125965916,1.0,0.03846961974157991,1.1537736487129564,0.6488437407177547,0.22388979578239,0.13327887049985246,0.42943385848349364
frozenset({'NPCINC_High'}),"frozenset({'Family Size_Small', 'Total Non-Food Expenditure_High'})",0.2088529761666065,0.10929542446966355,0.08983304594244162,0.43012576402444885,3.93544163547154,1.0,0.06700637126055985,1.562984460958417,0.9428069497433921,0.3934603787945319,0.36019837370180674,0.6260272310613286
frozenset({'NPCINC_Medium'}),frozenset({'Family Size_Medium'}),0.4141703760142225,0.49951878734410715,0.2106241060806566,0.5085445948780842,1.0180690051358556,1.0,0.003738222100179295,1.0183654660014128,0.030296028213468162,0.2995798239443314,0.018034258441151113,0.4650993087718135
frozenset({'Family Size_Medium'}),frozenset({'NPCINC_Medium'}),0.49951878734410715,0.4141703760142225,0.2106241060806566,0.42165402266554275,1.0180690051358556,1.0,0.003738222100179295,1.0129397401289304,0.03546249163355,0.2995798239443314,0.012774442166997543,0.4650993087718135
frozenset({'Total Non-Food Expenditure_High'}),"frozenset({'Hhld, Food_High'})",0.340003475424737,0.340003475424737,0.21335766130649236,0.6275161188866174,1.8456167781894453,1.0,0.09775529800559261,1.7718794236209183,0.6942092771490892,0.4572120135775769,0.43562751129168065,0.6275161188866174
"frozenset({'Hhld, Food_High'})",frozenset({'Total Non-Food Expenditure_High'}),0.340003475424737,0.340003475424737,0.21335766130649236,0.6275161188866174,1.8456167781894453,1.0,0.09775529800559261,1.7718794236209183,0.6942092771490892,0.4572120135775769,0.43562751129168065,0.6275161188866174
frozenset({'Family Size_Medium'}),frozenset({'Total Non-Food Expenditure_High'}),0.49951878734410715,0.340003475424737,0.1839435377150419,0.36824148035162363,1.0830521067221777,1.0,0.014105413978095338,1.044697465959942,0.1532193171714854,0.28058192050076974,0.0427850812472975,0.4546231776659832
frozenset({'Total Non-Food Expenditure_High'}),frozenset({'Family Size_Medium'}),0.340003475424737,0.49951878734410715,0.1839435377150419,0.5410048749803428,1.0830521067221779,1.0,0.014105413978095338,1.0903845931576266,0.11618756585065662,0.28058192050076974,0.08289239753093287,0.4546231776659832
frozenset({'NPCINC_Medium'}),frozenset({'Total Non-Food Expenditure_High'}),0.4141703760142225,0.340003475424737,0.16509604202590528,0.39861866417079506,1.1723958517566184,1.0,0.02427667476309947,1.097467588789129,0.2510043275794071,0.2802618591089075,0.08881135970190071,0.4420951474651742
frozenset({'Total Non-Food Expenditure_High'}),frozenset({'NPCINC_Medium'}),0.340003475424737,0.4141703760142225,0.16509604202590528,0.48557163075955334,1.1723958517566184,1.0,0.02427667476309947,1.1387972728851534,0.22279779569942043,0.2802618591089075,0.12188058067043786,0.4420951474651742
"frozenset({'Family Size_Medium', 'Total Non-Food Expenditure_High'})","frozenset({'Hhld, Food_High'})",0.1839435377150419,0.340003475424737,0.13017470692812555,0.7076883947387544,2.081415179226331,1.0,0.06763326482309011,2.2578526226675435,0.6366687527492579,0.33058370249673263,0.5571012961782472,0.5452756331297168
"frozenset({'Family Size_Medium', 'Hhld, Food_High'})",frozenset({'Total Non-Food Expenditure_High'}),0.20583203004905695,0.340003475424737,0.13017470692812555,0.6324317303633471,1.8600743112208036,1.0,0.06019110135771728,1.7955753504721181,0.5822283040235592,0.31317532801646514,0.4430754466878452,0.5076473009420133
"frozenset({'Total Non-Food Expenditure_High', 'Hhld, Food_High'})",frozenset({'Family Size_Medium'}),0.21335766130649236,0.49951878734410715,0.13017470692812555,0.61012436174545,1.2214242531085207,1.0,0.023598546681731752,1.2836945003707272,0.23045245119186697,0.22339852038768135,0.2209984542964054,0.4353622919258566
frozenset({'Family Size_Medium'}),"frozenset({'Total Non-Food Expenditure_High', 'Hhld, Food_High'})",0.49951878734410715,0.21335766130649236,0.13017470692812555,0.26060022210626316,1.2214242531085207,1.0,0.023598546681731752,1.063893122789875,0.36221870187935246,0.22339852038768135,0.06005595996553332,0.4353622919258566
frozenset({'Total Non-Food Expenditure_High'}),"frozenset({'Family Size_Medium', 'Hhld, Food_High'})",0.340003475424737,0.20583203004905695,0.13017470692812555,0.3828628715206793,1.8600743112208034,1.0,0.06019110135771728,1.2868581929397793,0.7005901592465764,0.31317532801646514,0.22291360035907495,0.5076473009420133
"frozenset({'Hhld, Food_High'})","frozenset({'Family Size_Medium', 'Total Non-Food Expenditure_High'})",0.340003475424737,0.1839435377150419,0.13017470692812555,0.3828628715206793,2.081415179226331,1.0,0.06763326482309011,1.3223259866017005,0.7872127059309811,0.33058370249673263,0.24375682688507028,0.5452756331297168
"frozenset({'NPCINC_Medium', 'Family Size_Medium'})",frozenset({'Total Non-Food Expenditure_High'}),0.2106241060806566,0.340003475424737,0.11786368314820013,0.5595925620359206,1.645843653029928,1.0,0.0462507550725484,1.4986044005666719,0.4971128153633784,0.272351006162067,0.33271248928545316,0.45312345510193575
"frozenset({'NPCINC_Medium', 'Total Non-Food Expenditure_High'})",frozenset({'Family Size_Medium'}),0.16509604202590528,0.49951878734410715,0.11786368314820013,0.7139098048740993,1.4291951032910861,1.0,0.03539510844010818,1.749382611437083,0.35968863770005893,0.2155709850133242,0.4283697611590412,0.4749321298551312
"frozenset({'Family Size_Medium', 'Total Non-Food Expenditure_High'})",frozenset({'NPCINC_Medium'}),0.1839435377150419,0.4141703760142225,0.11786368314820013,0.6407601191773854,1.5470930715609217,1.0,0.04167971896737491,1.6307477406024646,0.43333579567659525,0.2454213983522601,0.386784371916064,0.4626689459673659
frozenset({'NPCINC_Medium'}),"frozenset({'Family Size_Medium', 'Total Non-Food Expenditure_High'})",0.4141703760142225,0.1839435377150419,0.11786368314820013,0.2845777727573464,1.5470930715609217,1.0,0.04167971896737491,1.1406641158329176,0.603633653749584,0.2454213983522601,0.12331773558967801,0.4626689459673659
frozenset({'Family Size_Medium'}),"frozenset({'NPCINC_Medium', 'Total Non-Food Expenditure_High'})",0.49951878734410715,0.16509604202590528,0.11786368314820013,0.23595445483616317,1.4291951032910861,1.0,0.03539510844010818,1.092741084950719,0.6000334471307421,0.2155709850133242,0.0848701364192796,0.4749321298551312
frozenset({'Total Non-Food Expenditure_High'}),"frozenset({'NPCINC_Medium', 'Family Size_Medium'})",0.340003475424737,0.2106241060806566,0.11786368314820013,0.34665434816795093,1.645843653029928,1.0,0.0462507550725484,1.208205628530398,0.5945620293360799,0.272351006162067,0.17232631897572692,0.45312345510193575
"frozenset({'NPCINC_Medium', 'Total Non-Food Expenditure_High'})","frozenset({'Hhld, Food_High'})",0.16509604202590528,0.340003475424737,0.1111734905294676,0.6733867703019999,1.9805290797713049,1.0,0.05504026246179136,2.0207280800766174,0.5929836716275139,0.2822192059721751,0.5051288642645653,0.5001821412447254
"frozenset({'NPCINC_Medium', 'Hhld, Food_High'})",frozenset({'Total Non-Food Expenditure_High'}),0.16541016695405755,0.340003475424737,0.1111734905294676,0.6721079639581398,1.976767923088237,1.0,0.05493345889450204,2.0128470716836953,0.5920557645591608,0.2819943377354332,0.5031912686920991,0.4995427380727953
"frozenset({'Total Non-Food Expenditure_High', 'Hhld, Food_High'})",frozenset({'NPCINC_Medium'}),0.21335766130649236,0.4141703760142225,0.1111734905294676,0.5210663158224478,1.2580965370747677,1.0,0.022807067720642518,1.2231957019097373,0.26078997535958076,0.21530456392865466,0.18246933140892246,0.39474542533525847
frozenset({'NPCINC_Medium'}),"frozenset({'Total Non-Food Expenditure_High', 'Hhld, Food_High'})",0.4141703760142225,0.21335766130649236,0.1111734905294676,0.2684245348480692,1.2580965370747679,1.0,0.022807067720642518,1.0752716242747982,0.35018446955434845,0.21530456392865466,0.07000242782893493,0.39474542533525847
frozenset({'Total Non-Food Expenditure_High'}),"frozenset({'NPCINC_Medium', 'Hhld, Food_High'})",0.340003475424737,0.16541016695405755,0.1111734905294676,0.32697751218745086,1.976767923088237,1.0,0.05493345889450204,1.2400623280189609,0.7486762479776818,0.2819943377354332,0.19358892097179353,0.4995427380727953
"frozenset({'Hhld, Food_High'})","frozenset({'NPCINC_Medium', 'Total Non-Food Expenditure_High'})",0.340003475424737,0.16509604202590528,0.1111734905294676,0.32697751218745086,1.9805290797713049,1.0,0.05504026246179136,1.240529065659739,0.7501318507312307,0.2822192059721751,0.19389232571654477,0.5001821412447254
"frozenset({'NPCINC_Medium', 'Total Non-Food Expenditure_High', 'Family Size_Medium'})","frozenset({'Hhld, Food_High'})",0.11786368314820013,0.340003475424737,0.08080362513534106,0.6855684717890559,2.0163572473270586,1.0,0.04072956323859301,2.099015096642879,0.5714039072813166,0.21429710902742083,0.523586084921743,0.46161188175079465
"frozenset({'NPCINC_Medium', 'Family Size_Medium', 'Hhld, Food_High'})",frozenset({'Total Non-Food Expenditure_High'}),0.12002245659060834,0.340003475424737,0.08080362513534106,0.6732375542933511,1.9800902136436502,1.0,0.03999557276551959,2.0198053149833965,0.5624831098755927,0.21307719421924567,0.5049027782124533,0.45544642300294225
"frozenset({'NPCINC_Medium', 'Total Non-Food Expenditure_High', 'Hhld, Food_High'})",frozenset({'Family Size_Medium'}),0.1111734905294676,0.49951878734410715,0.08080362513534106,0.7268245761692919,1.4550495288350365,1.0,0.025270377961249826,1.8320872560119108,0.35185513482400804,0.1524917069233001,0.4541744686457779,0.44429375559157
"frozenset({'Family Size_Medium', 'Total Non-Food Expenditure_High', 'Hhld, Food_High'})",frozenset({'NPCINC_Medium'}),0.13017470692812555,0.4141703760142225,0.08080362513534106,0.6207321456076398,1.4987362244042388,1.0,0.026889117819378083,1.544632947931635,0.3825724364638652,0.17431801141934367,0.35259700284195955,0.4079148471910135
"frozenset({'NPCINC_Medium', 'Family Size_Medium'})","frozenset({'Total Non-Food Expenditure_High', 'Hhld, Food_High'})",0.2106241060806566,0.21335766130649236,0.08080362513534106,0.3836390175794885,1.7981028439770141,1.0,0.035865358447201616,1.27626887672916,0.5622901434956996,0.23545679397043642,0.2164660454912805,0.3811814108666167
"frozenset({'NPCINC_Medium', 'Total Non-Food Expenditure_High'})","frozenset({'Family Size_Medium', 'Hhld, Food_High'})",0.16509604202590528,0.20583203004905695,0.08080362513534106,0.4894340539227593,2.3778323218505406,1.0,0.04682157165208456,1.555466000137028,0.6940306053939038,0.27851367227994195,0.35710584486455793,0.441002379430776
"frozenset({'NPCINC_Medium', 'Hhld, Food_High'})","frozenset({'Family Size_Medium', 'Total Non-Food Expenditure_High'})",0.16541016695405755,0.1839435377150419,0.08080362513534106,0.4885045860438806,2.6557311668140944,1.0,0.050377493851776,1.5954326080330539,0.7470206782199896,0.30088847962967574,0.37321075489809585,0.463894760865847
"frozenset({'Family Size_Medium', 'Total Non-Food Expenditure_High'})","frozenset({'NPCINC_Medium', 'Hhld, Food_High'})",0.1839435377150419,0.16541016695405755,0.08080362513534106,0.4392849356878134,2.6557311668140944,1.0,0.050377493851776,1.4884383997596184,0.7639861846958622,0.30088847962967574,0.32815493058933487,0.463894760865847
"frozenset({'Family Size_Medium', 'Hhld, Food_High'})","frozenset({'NPCINC_Medium', 'Total Non-Food Expenditure_High'})",0.20583203004905695,0.16509604202590528,0.08080362513534106,0.39257070493879276,2.3778323218505406,1.0,0.04682157165208456,1.3744874749413691,0.729630155487536,0.27851367227994195,0.2724560840085819,0.441002379430776
"frozenset({'Total Non-Food Expenditure_High', 'Hhld, Food_High'})","frozenset({'NPCINC_Medium', 'Family Size_Medium'})",0.21335766130649236,0.2106241060806566,0.08080362513534106,0.37872380415374496,1.7981028439770141,1.0,0.035865358447201616,1.2705716059893712,0.564244082515485,0.23545679397043642,0.21295266218284645,0.3811814108666167
frozenset({'NPCINC_Medium'}),"frozenset({'Family Size_Medium', 'Total Non-Food Expenditure_High', 'Hhld, Food_High'})",0.4141703760142225,0.13017470692812555,0.08080362513534106,0.1950975487743872,1.4987362244042388,1.0,0.026889117819378083,1.0806592671539323,0.5680340632219062,0.17431801141934367,0.0746389445827451,0.4079148471910135
frozenset({'Family Size_Medium'}),"frozenset({'NPCINC_Medium', 'Total Non-Food Expenditure_High', 'Hhld, Food_High'})",0.49951878734410715,0.1111734905294676,0.08080362513534106,0.1617629350138482,1.4550495288350362,1.0,0.025270377961249826,1.0603521922348023,0.6248749471839428,0.1524917069233001,0.056917119308824815,0.44429375559157
frozenset({'Total Non-Food Expenditure_High'}),"frozenset({'NPCINC_Medium', 'Family Size_Medium', 'Hhld, Food_High'})",0.340003475424737,0.12002245659060834,0.08080362513534106,0.2376552917125334,1.9800902136436502,1.0,0.03999557276551959,1.1543039963983954,0.7499622904168105,0.21307719421924567,0.13367708756085697,0.45544642300294225
"frozenset({'Hhld, Food_High'})","frozenset({'NPCINC_Medium', 'Total Non-Food Expenditure_High', 'Family Size_Medium'})",0.340003475424737,0.11786368314820013,0.08080362513534106,0.2376552917125334,2.0163572473270586,1.0,0.04072956323859301,1.1571357514023197,0.7637254431426747,0.21429710902742083,0.1357971622706227,0.46161188175079465
frozenset({'Total Non-Food Expenditure_Medium'}),"frozenset({'Hhld, Food_Medium'})",0.3299982622876315,0.32998489526941227,0.13956503722714575,0.422926582278481,1.2816543676436694,1.0,0.030670595207073617,1.161056954201831,0.3279968246652203,0.2681786659132355,0.13871580857336116,0.4229351482271225
"frozenset({'Hhld, Food_Medium'})",frozenset({'Total Non-Food Expenditure_Medium'}),0.32998489526941227,0.3299982622876315,0.13956503722714575,0.4229437141757641,1.2816543676436694,1.0,0.030670595207073617,1.161068260014488,0.3279902810223975,0.2681786659132355,0.13872419526176516,0.4229351482271225
"frozenset({'Hhld, Food_Medium'})",frozenset({'Family Size_Medium'}),0.32998489526941227,0.49951878734410715,0.18387001911483605,0.5572073805521236,1.1154883353131542,1.0,0.01903636438798703,1.130283547363434,0.15452135030344893,0.28479001252575026,0.11526625125822733,0.4626508410273429
